大数据分析师助理4k+,87%,青岛大唐云智汇科技有限公司,6001-8000,青岛,最新,  岗位职责： 1.收集竞品数据，辅助工程师进行竞品分析、并完成数据清洗； 2.收集相关系统需求，并进行分类和规划，提交清晰、深入的需求分析文档； 3.收集公司内外部用户反馈，并辅助工程师持续优化算法及系统； 4.与产品开发和底层数据部门合作、沟通，共同推进产品迭代发展。  任职要求： 1、国家统招...,http://jobs.zhaopin.com/CZ561512930J00036078111.htm
金融数据分析师,75%,奥理天祥(成都)科技有限公司,6001-8000,成都,最新,  岗位职责：  1、为公司账户进行实时监管与操作；  2、每个月汇总数据及交易记录，准确汇报；  3、关注公司账户操作品种的价格变动以及国际相关资讯，上传下达；  4、按照上级部门要求进行工作整合，配合其他部门有关工作；  5、严格执行公司各项规章制度；  6、承办领导交办的其他工作  任职资格：...,http://jobs.zhaopin.com/CC694688580J00121264303.htm
集团直聘数据分析师助理五险一金 双休,100%,北京万向卓迹商贸有限公司,6001-8000,北京-朝阳区,最新,  当你举步维艰的时候，大家来帮你！ 当你举步维艰的时候，大家来帮你！ 当你孤立无援的时候，大家来帮你！   万向卓迹集团给你家般的温暖，因为                                            我们是一个Team！   【资质要求】： 1.专科及其以上学历，性别不...,http://jobs.zhaopin.com/409386535251419.htm
聘金融数据分析师,94%,北京万向天乾科技有限公司,8001-10000,北京-房山区,最新,   【工作职责】 ：  1.严格执行公司各项制度，并定期整理交易数据，向上级领导账户分析结果；  2.按照部门主管的要求进行技术面和基本面的分析，进行数据的搜集或整理；  3.配合其他部门有关工作；  4.遵守公司的各项管理制度，承办领导交办的其他工作。   【资质要求】 ：  1.大专及其以上学...,http://jobs.zhaopin.com/371117782250659.htm
数据分析师,98%,陕西朱宏实业发展有限公司,6001-8000,西安,最新,     岗位职责      1、通过数据分析支持产品改进及新模式的探索；    2、构建用户行为建模，   构建数据评估体系；     3、构建业务数据分析体系，帮助确定各项业务数据指标；    4、负责用户行为数据分析，   构建用户数据模型，    ；     5、负责构建产品、运营及活动用户...,http://jobs.zhaopin.com/CC326180812J00056628102.htm
数据分析师,,众悠(上海)新能源科技有限公司,6000-8000,上海-浦东新区,最新,  岗位职责：  1、项目的需求调研、数据分析、商业分析和数据挖掘模型等，构建业务数据分析体系；  2、挖掘业务部门的系统需求，进行需求分析，系统设计；  3、信息、资讯的采集、整理及数据库平台的维护；  4、客户维护及开发潜在需求。     任职要求：  1、统计学、应用数学、计算机等相关专业，本...,http://jobs.zhaopin.com/575152821250284.htm
集团内部直招金融实习生数据分析师/助理,60%,北京盛业恒泰投资有限公司,6000-12000,北京,最新,    岗位职责   ： （无经验者通过面试后可免费带薪培训） 1.严格执行公司各项制度，，并定期整理交易数据，向上级领导账户分析结果； 2.按照部门主管的要求进行技术和基本面规律的分析，进行数据的搜集或整理；   3.配合其他部门有关工作；   4.遵守公司的各项管理制度，承办领导交办的其他工作。...,http://jobs.zhaopin.com/CC496635030J00050701610.htm
护士转行7.5k大数据分析师,97%,北京联科博远教育科技有限公司,8001-10000,北京,最新,  岗位职责：  1、18-32周岁者  2、大专及以上学历，热爱互联网工作，无经验基础开发求职者需岗前训练后上岗     3、可接受转行求职人员，由专门项目负责人带领岗前训练，但要求勤奋好学，积极主动      4、学习能力强、工作踏实、具有责任心及团队合作意识     5.热爱互联网，喜欢IT行...,http://jobs.zhaopin.com/CZ638945620J00048501913.htm
私募基金数据分析师,,北京视通财富信息技术有限公司,8001-10000,北京,最新,   岗位职责：   （1）整理业务需求，进行数据采集/处理；   （2）根据业务需求，进行数据分析并生成相应报告；   （3）根据业务需求，进行数据分析算法研发；        任职资格：   （1）计算机、数学、统计学等相关专业本科及以上学历，应届生优先；      （2）熟练掌握Excel数据...,http://jobs.zhaopin.com/CC383013132J00046660610.htm
数据分析师,79%,沈阳红途信息咨询有限公司,6000-10000,沈阳,最新,  岗位职责：  1.负责数据分析、关键信息抓取，并完成数据统计；  2.根据公司产品发展，监控重点数据，能从数据异动中主动发现问题，结合对业务的深入理解，分析和探索解决方向和方法；  3.完成相关数据抽取、数据清洗、数据探索、数据建模分析等工作；  任职要求：  1.本科以上学历，具有2年以上互联...,http://jobs.zhaopin.com/CC303704680J00113010005.htm
金融数据分析师助理,98%,信尔(北京)投资基金管理有限公司,6001-8000,北京-石景山区,最新,   越铖国际科技有限公司作为国内的新锐资本机构坐拥北京丰台CBD核心区，公司团队由来自海外或有多年金融投资经验的专业精英组成，立志缔造企业品牌价值。本公司现有专员500多人，由于公司规模的不断扩大，公司资金分散化投资，现面向社会扩招。                 岗位职责：    （无经验者通...,http://jobs.zhaopin.com/CC286596486J00043461712.htm
数据分析师-杭州（创新业务管理部）,,恒生电子股份有限公司,12000-20000,杭州,最新,  岗位职责：  1、结合业务特点，建立数据指标体系，跟进核心指标，撰写数据分析报告，对核心指标波动进行原因分析、产出优化建议并推动实现；  2、分析用户行为数据，通过深度挖掘，帮助各部门发现、分析和协助解决问题；  3、运用BI分析工具，构建各类型数据模型，推动业务部门的数据化运营；  4、通过对...,http://jobs.zhaopin.com/CC000212281J00111966305.htm
转行首选 金融数据分析师，外汇交易员,100%,信尔(北京)投资基金管理有限公司,10001-15000,北京-丰台区,最新,     北京越铖国际科技有限公司现在给“北漂”们一个留下的机会，回来的理由。           岗位职责：     （没有销售性质，无经验者通过面试后可免费带薪培训）      1.严格执行公司各项制度，，并定期整理风控数据，向上级领导汇报结果；  2.按照部门主管的要求...,http://jobs.zhaopin.com/CC286596486J00044589912.htm
数据分析师助理 文职岗位 6k+双休,100%,信尔(北京)投资基金管理有限公司,8001-10000,北京-丰台区,最新,  因为我们公司，有你想要的——  简单透明的企业文化；  公平公开的晋升机制；  新人入职的专业培训；  底气十足的高薪提成；  丰富多彩的旅游奖励…  人生的每一笔经历，都在书写你的简历。原本你以为微不足道的事情，回头看的时候，都有着无法细数的刻度。自己拼出...,http://jobs.zhaopin.com/CC286596486J00043563512.htm
㊣6000+❤金融数据分析师❤伯乐不常有,100%,信尔(北京)投资基金管理有限公司,10001-15000,北京-丰台区,最新,  如有意向：投递简历，致电都可以！     职位要求：  1、热爱金融行业，有财富自由、财务自主的愿望；  2、积极乐观、诚实自信；  3、面试通过者接受免费统一的专业培训和导师一对一的针对指导。     无经验者：  对金融行业感兴趣，公司愿意提供免费带薪培训。     入职待遇：  初级资管师...,http://jobs.zhaopin.com/CC286596486J00044580312.htm
诚聘金融数据分析师经验均可有（可培训),73%,中鑫万邦(北京)国际商务咨询有限公司,20001-30000,北京,最新,    岗位要求：      热爱二级市场行业，有财富自由、财务自主的愿望。积极乐观、诚实自信。面试通过者接受免费统一的专业学习和老师一对一的针对指导。      职位描述      交易员 ----对二级市场市场盘面把握的良好，能够结合即时信息和个人技术掌握开仓平仓的时机，熟练掌握建立和处理仓位的...,http://jobs.zhaopin.com/CC699259380J00046122114.htm
高级数据分析师,97%,彪洋科技(北京)有限公司,15000-25000,上海,最新,    工作职责：     o负责项目的网站流量统计（关键词数据、网站转化率数据、外链效果数据等）    o负责项目的用户数据整理和分析    o负责数据监测、定期向相关部门提供各种数据分析的报表和文档    o负责数据监测系统的开发、维护及各项数据的配置    o针对统计数据，提出行之有效的运营策...,http://jobs.zhaopin.com/CC155358517J00044618011.htm
数据分析师/数据研发工程师,67%,北京中和明讯数据咨询有限责任公司,4000-8000,北京,最新,   岗位职责：     数据分析   ：负责数据挖掘、分析，建立数学模型，形成数据分析成果；配合软件设计人员运用数学模型完成程序设计工  作     专业评估数据研发   ：负责资产评估相关数据的研发，与评估业务无关；配合软件设计人员运用数学模型完成程序设计工  作    工作地点：    北京 ...,http://jobs.zhaopin.com/CZ174553720J00049343113.htm
数据分析师,100%,中盛普惠(北京)信息咨询服务有限公司,15001-20000,北京,最新,       岗位描述    1.   基于日常运营数据进行数据监控，异常分析，定期输出数据报告；    2.   对所负责产品进行不定期的用户行为分析，提升用户在各个环节的转化率，优化产品表现；    3.   深度挖掘用户需求，支持产品设计；    1  、 对公司贷款等金融产品进行量化测算，建...,http://jobs.zhaopin.com/CC552356284J00050545109.htm
金融数据分析师,96%,信尔(北京)投资基金管理有限公司,10001-15000,北京-东城区,最新,    岗位适用人群：    1、对金融或投资领域有兴趣者，应届毕业生也可以有机会。   2、有其他工作经历，但不满足于现状，想对金融投资做尝试和了解者；   3、有投资经历，但困惑却无解决之道，愿意来公司沟通互补交流者；   4、对于金融如股票、期货、贵金属、外汇感兴趣，敢于迎接挑战，有一定的自控...,http://jobs.zhaopin.com/CC286596486J00043523012.htm
数据分析师,82%,北京第三石信息技术有限公司,20001-30000,北京-朝阳区,最新,  岗位职责：     * 分析用户行为、交易、社交关系、营销活动等数据  * 为商家和业务提供数据洞察和优化建议  * 撰写和汇总分析报告  * 设计数据产品的分析框架     岗位要求：     * 有统计、应用数学、经济学、计算机本科及以上学历  * 有互联网电商业务分析或运营经验者优先  *...,http://jobs.zhaopin.com/285171039250020.htm
直招高薪金融数据分析师 五险一金,99%,北京万向卓迹商贸有限公司,8001-10000,北京,最新,     岗位职责：             1.    严格执行公司各项制度，，并定期整理交易数据，向上级领导账户分析结果；            2.    按照部门主管自2012年开始，金融行业已成为应届毕业生及海归学子心目中最炙手可热的求职目标之一。2018，我们启动全新（金融助理、数...,http://jobs.zhaopin.com/424426231250018.htm
税后5000+数据分析师助理,100%,河南奥之元电子科技有限公司,6001-8000,郑州,最新,    任职要求：    1、18-28周岁条件优秀者可以放宽；      2、学习能力强，可塑性强，热爱技术；      3、   零基础接受转行，  工作过程中会有老员工带领  ，想全面提升自己者均可   ；       4、   工作主动热情，有恒心和责任心，逻辑性强，注重细节，善于与他人合作...,http://jobs.zhaopin.com/484861086258748.htm
集团内部直招数据分析师/助理,99%,北京万向卓迹商贸有限公司,6001-8000,北京,最新,     岗位职责：            1.    严格执行公司各项制度，，并定期整理金融数据，向上级领导账户分析结果；            2.    按照部门主管自2012年开始，金融行业已成为应届毕业生及海归学子心目中最炙手可热的求职目标之一。2018，我们启动全新（金融助理、数据...,http://jobs.zhaopin.com/424426231250019.htm
数据分析师,58%,永旺(中国)投资有限公司,10001-15000,北京,最新,   一 任职要求  1 本科以上学历，统计学和数学优先；  2 1年以上相关数据分析/处理工作经验，具备较强的商业敏感度优先；  3 了解聚类，判别，回归，关联，升维/降维，时间序列算法，对其实现原理有一定理解，熟练使用R或Python；  4 沟通能力佳、原则性强、良好的服务精神及协调能力；对待...,http://jobs.zhaopin.com/CC466281318J00049461113.htm
有钱任性你也可以 直招数据分析师/助理,98%,北京万向卓迹商贸有限公司,6001-8000,北京-朝阳区,最新,    北京 ——中国的首都，每天吸引着全国甚至世界各地怀揣梦想的人前来寻找机会。被人们习惯地称为“北漂”。我们不知道当中有多少人来自农村，但随着中国城镇化的推进，大量的农民从土地上解放出来，开始到城市里生活。他们可能是菜贩子、送水工，也可能是美甲的小...,http://jobs.zhaopin.com/424426231250092.htm
数据分析师(双休）,90%,南通普思商务信息咨询有限公司,6001-8000,南通,最新,  1、时间相对自由；  2、高收入；  3、高挑战；  4、自身素质的全面发展；  岗位职责：  1、接受公司培训；（有经验者可不接受培训，详情面谈）  2、关注每次市场给出的进场，出场信号指示进行建仓，平仓操作；（交易系统会在培训期间给予指导）  3、正式成为公司的员工。负责公司指定账户的资金运...,http://jobs.zhaopin.com/CZ894858730J00022932602.htm
数据分析师 Business Analysist,86%,上海凯淳实业股份有限公司,6001-8000,上海-徐汇区,最新,     岗位职责Responsibilities             1、运用SQL进行数据处理，为客户提供数据服务及定期报告；  2、配合数据分析经理进行项目数据的收集、跟进和整理，并对数据有效性，准确性，及时性负责；  3、制作业务分析报告，为市场活动提供数据支持和建议；  4、不断学习思...,http://jobs.zhaopin.com/490285325251385.htm
临近地铁+高底薪+双休金融外汇数据分析师,78%,深圳市华尔智远资产管理有限公司,8001-10000,深圳,最新,"       求职要求：    1.大专及其以上学历，年龄20-40岁之间，性别不限,专业不限； 退伍军人、应届毕业生均可； 2.接受免费统一的专业学习培训和模拟训练。  3.成绩优秀的将逐步晋升为中级、高级。  3.认同公司的发展理念， 愿意与公司共同发展。  4.具有很强的工作责任心和团队合作精...",http://jobs.zhaopin.com/377176830251499.htm
数据分析师,94%,天津震声电子科技有限公司,10001-15000,天津,最新,   岗位职责：    1、负责项目的  需求调研  、数据分析、商业分析和数据挖掘模型等，通过对用户的行为进行分析了解用户的需求；        2、参与业务部门临时数据分析需求的调研、分析及实现；   3、参与数据挖掘模型的构建、维护、部署和评估；   4、对产品部门下的运营，产品，研发，市场销...,http://jobs.zhaopin.com/CC471782815J00041709712.htm
Data Analyst 数据分析师,,优创（青岛）数据技术有限公司,5000-7000,青岛-市南区,最新,"  岗位职责:   您加入ReSource Pro后, 我们将提供:  · 薪资构成: 基本薪资+午餐交通补贴+年终奖金； · 工作环境: 美式+轻松+愉悦； · 学习成长: 完善的培训体系+英文的工作环境； · 享受生活: 8小时工作制+周末双休+15天带薪年假+11天法定休假； · 福利保障: ...",http://jobs.zhaopin.com/134548006251044.htm
数据分析师,98%,北京福卡斯特信息技术有限公司,6000-12000,北京-海淀区,最新,  岗位职责：  1.撰写并发布行业分析报告及数据应用（创新）案例，对行业对用户提高影响力； 2.为用户数据咨询业务提供支持； 3.针对具体的产品或项目目标，进行相关领域的深入研究，负责数据挖掘、建模与算法实现等； 4.对数据资源进行产品化应用探索及创新研究； 5.进行用户行为数据探索分析，挖掘用户...,http://jobs.zhaopin.com/182835524250231.htm
零基础培训，金融数据分析师/资金管理人,98%,南京梵汇德盈信息科技有限公司,6001-8000,南京,最新,    一、薪资待遇        初级：底薪  6000  元  + 20%  提成    +   五险一金        中级：底薪  8000  元  + 20%  提成  +  五险一金        高级：底薪  10000  元  +20%  提成  +  五险一金        二、任...,http://jobs.zhaopin.com/415176181251715.htm
互联网大数据分析师助理,99%,贵州华信智原科技有限公司,3000-5000,贵阳,最新,  岗位职责：   1、监控整理日常数据，为项目提供专业的数据分析报告   2、具有一定的网络基础知识；  3、认真落实上级交代的相关工作任务。  任职要求：  1、大专及以上学历，数学，统计，计算机专业优先，可接受应届毕业实习生；  2 、熟练使用office相关软件，尤其是PPT和word；  ...,http://jobs.zhaopin.com/311002732250613.htm
外汇数据分析师  双休 底薪4500+,100%,山西盛业盈汇企业管理咨询有限公司,6001-8000,太原,最新,"  我们只培养与招最专业的人士，因为只有最专业的技术才能在这个市场上生存我公司以最专业的的技术立足于这个市场。 一 职位要求； 1.金融,计算机，数学专业优先；2.热爱金融行业，有强烈的意愿进入金融投资领域，渴望成为金融职场中的精英； 3.专业不限，经济类、理工类、管理类专业优先； 4.对数字及图形...",http://jobs.zhaopin.com/494725887250107.htm
数据分析师,,北京斗米优聘科技发展有限公司,10000-20000,北京,最新,  工作职责  1.构建所对口业务的数据分析体系，结构化可视化编写业务数据分析报告，发现和分析其中隐含的变化和问题，为产品和策略优化提供决策依据。  2.负责产品核心指标跟踪与变化趋势分析。  岗位要求  1.数学/统计/计算机 相关专业，有2年以上数据分析工作经验。  2.熟悉SQL数据库语言，能...,http://jobs.zhaopin.com/CC346396330J00049021409.htm
数据分析师助理,100%,广州帷策智能科技有限公司,4000-7000,江门,最新,   岗位职责：    主要是为通信行业客户提供数据挖掘、统计分析、业务咨询等服务。             任职要求：    1、 1 年以上的通信行业业务咨询和数据分析实战经验，熟悉市场规划预测、目标分解、经验诊断、竞争分析、宏观分析等；    2、  具备通信行业数据挖掘、统计分析实施经验，熟...,http://jobs.zhaopin.com/CC633171928J00155123101.htm
数据分析师,93%,北京联世传奇网络技术有限公司,8000-15000,北京,最新,    岗位职责：     1、  对客户的运营数据进行分析研究，获得数据趋势，为公司决策提供依据；    2、  分析用户数据和销售数据，进行商品和用户的数据分析，编写数据分析报告，并对数据趋势进行归纳总结；    3、  分析网站和邮件的运营数据，撰写网站数据分析报告，提供网站运营数据的分析和总...,http://jobs.zhaopin.com/CC457308687J00033828909.htm
数据分析师,98%,广州帷策智能科技有限公司,10000-20000,广州,最新,  岗位职责：  1、 通过数据挖掘分析能力，作为项目经理，实施通信、金融、政务、移动互联网等行业大数据或IT相关项目；  2、 根据客户需求编写分析报告、搭建模型、构建解决方案并组织IT实施；  3、 配合项目总监完成项目实施过程中其他工作。  任职要求：  1、 本科及以上学历，IT、统计学、数...,http://jobs.zhaopin.com/CC633171928J00141965901.htm
高级数据分析师,94%,北京第三代半导体产业技术创新战略联盟,10001-15000,北京,最新,                 任职要求    基本素质要求      （资格证书、沟通能力、逻辑能力等）        1、熟悉相关数据库体系结构，对数据库工作有深刻理解；      2、熟练进行相关数据库的管理、规划、性能优化、备份、恢复和维护；      3、对数据库服务器、存储、操作系统、...,http://jobs.zhaopin.com/475887785250004.htm
数据分析师,,浙江亚厦装饰股份有限公司,15000-25000,杭州-西湖区,最新,  岗位职责：  1、日常项目数据分析统计工作； 2、完成数据分析过程中的数据提取、数据分析和数据展示工作； 3、对于公司内部业务数据（包括业务、客户和竞争者等）和外部行业环境数据（包括行业现状、行业趋势等）进行分析，并基于数据分析后发现的业务问题，提供改进策略供运营参考； 4、设计和实施数据分析项...,http://jobs.zhaopin.com/140740106255474.htm
金融数据分析师,93%,重庆奥理科技有限公司,4001-6000,重庆,最新,    一． 岗位要求：（无经验者通过面试后可免带薪培训）  1.接受免费统一的专业学习培训和模拟训练。  2.成绩优秀的将逐步晋升为中级、高级。  3.认同公司的发展理念， 愿意与公司共同发展。  4.具有很强的工作责任心和团队合作精神。        二.岗位职责      1、负责公司制定大资...,http://jobs.zhaopin.com/581083237250047.htm
金融集团高薪诚聘金融数据证券分析师/助理,98%,北京万向卓迹商贸有限公司,8001-10000,北京-朝阳区,最新,    北京   —— 中国的首都 ， 每天吸引着全国甚至世界各地怀揣梦想的人前来寻找机会。被人们习惯地称为“北漂”。我们不知道当中有多少人来自农村，但随着中国城镇化的推进，大量的农民从土地上解放出来，开始到城市里生活。  他们可能是菜贩子、送水工，也可能是美甲的小美女，还可能是建筑工地的大叔……揣...,http://jobs.zhaopin.com/424426231250610.htm
